James-Stein,-3.632446289062500000e+00
James-Stein,-3.632446289062500000e+00
James-Stein,-2.860800550627034866e+00
Student,-1.234089663447843765e+00
Student,-1.234089663447843765e+00
James-Stein,-1.272127748837641459e+00
James-Stein,-1.272127748837641459e+00
James-Stein,-2.325907235595242817e+00
James-Stein,-2.325907235595242817e+00
James-Stein,-2.325907235595242817e+00
Fisher,-2.206179015424496459e+00
Fisher,-2.206179015424496459e+00
Fisher,-2.206179015424496459e+00
Fisher,-2.206179015424496459e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
Mutual Information,-2.318993661231937953e+00
