James-Stein,-2.956028073387547472e+00
Mutual Information,-1.367385379255313893e+00
Mutual Information,-1.367385379255313893e+00
Mutual Information,-1.367385379255313893e+00
Fisher,-1.804957390826878338e+00
Fisher,-1.804957390826878338e+00
Fisher,-1.804957390826878338e+00
Fisher,-1.804957390826878338e+00
Fisher,-1.804957390826878338e+00
Mutual Information,-1.565554150929003185e+00
Mutual Information,-1.565554150929003185e+00
Mutual Information,-1.565554150929003185e+00
Mutual Information,-1.565554150929003185e+00
Mutual Information,-1.565554150929003185e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
James-Stein,-1.397248534148689103e+00
