Mutual Information,-2.617187500000000000e+00
Student,-2.432973255951480951e+00
Student,-2.432973255951480951e+00
Fisher,-2.083879230512615255e+00
James-Stein,-1.046733933028330288e+00
James-Stein,-1.046733933028330288e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.532968353138977058e+00
James-Stein,-1.596691430224368879e+00
James-Stein,-1.596691430224368879e+00
Student,-1.628423084838624302e+00
Student,-1.628423084838624302e+00
Student,-1.628423084838624302e+00
Student,-1.628423084838624302e+00
Student,-1.628423084838624302e+00
Student,-1.628423084838624302e+00
