James-Stein,-4.554613455630007302e+00
Mutual Information,-4.945499394888827283e+00
Mutual Information,-4.866336778709448474e+00
Mutual Information,-1.597054860558285938e+00
Mutual Information,-1.597054860558285938e+00
Mutual Information,-1.597054860558285938e+00
Mutual Information,-1.597054860558285938e+00
Student,-1.907746992284571341e+00
Student,-1.907746992284571341e+00
Student,-1.907746992284571341e+00
Student,-1.907746992284571341e+00
Student,-1.907746992284571341e+00
James-Stein,-1.264071428833148936e+00
James-Stein,-1.264071428833148936e+00
James-Stein,-1.264071428833148936e+00
James-Stein,-1.264071428833148936e+00
James-Stein,-1.264071428833148936e+00
Fisher,-2.244087154559018860e+00
Fisher,-2.244087154559018860e+00
Fisher,-2.244087154559018860e+00
Fisher,-2.244087154559018860e+00
Fisher,-2.244087154559018860e+00
Student,-1.861936507583206613e+00
Student,-1.861936507583206613e+00
Student,-1.861936507583206613e+00
Student,-1.861936507583206613e+00
Student,-1.861936507583206613e+00
Student,-1.861936507583206613e+00
Student,-1.861936507583206613e+00
Student,-1.861936507583206613e+00
